HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated_tweet
160,même histoire bi-llahi.. alala les hommes des vrais mongol pour la plus part @url,offensive,direct,anger_fear_shock_indifference_disgust,gender,other,same story bi-llahi.. alala the men of the real Mongolians for the most part @url
161,@user @user @user mdrr dirait le mien j’dois le réanimer toutes les 5 minutes ce mongol..,offensive,indirect,indifference_disgust,other,individual,@user @user @user mdrr would say mine I have to resuscitate him every 5 minutes this mongolian..
162,@user c'est un helicoptere attarde mental,fearful,direct,sadness,origin,other,@user he's a mentally retarded helicopter
163,@user @user jeu chui attardé ui @url,offensive,direct,indifference,other,individual,@user @user game chui retard ui @url
164,@user @user t'est matrixé ou juste attardé gros fdp?,offensive,direct,shock,other,individual,@user @user are you matrixed or just retarded big fdp?
165,mdrr fallou mongol un vrai saï saï regardez le deal qu’il pose à l’animatrice... @url,hateful,direct,indifference,origin,african_descent,lol fallou mongol a real saï saï look at the deal he gives the host... @url
166,rilès quand il lâche 2 3 mots rebeus dans ses sons il mtue,abusive,direct,sadness,origin,other,rilès when he lets out 2 or 3 rebeus words in his sounds he mutes
167,faut vraiment être un attardé mentale pour dire le projet de post malone c’est l’album de l’année,disrespectful,direct,shock,origin,individual,you really have to be mentally retarded to say the post malone project is the album of the year
168,@user @user @user @user en quoi dire sale arabe relève de la dénonciation légitime des… @url,hateful_normal,indirect,indifference,origin,arabs,@user @user @user @user how saying dirty Arab is legitimate denunciation of… @url
169,@user c'est là qu'on voit que ce sont des réfugiés parce que dans son pays il aurait au moins une machette.,offensive,direct,confusion_fear_shock_indifference_sadness,origin,hispanics,@user this is where we see that they are refugees because in his country he would have at least a machete.
170,@user et le rire de ce mongol de lucas tout bourré,offensive,direct,indifference_disgust,other,individual,@user and the laughter of this drunk mongolian lucas
171,@user @user merde aux juifsmerde aux arabesmerdes aux blancs aux noirs.nous sommes des humains un point c est tout !,hateful_normal,indirect,shock,religion,jews,"@user @user shit to the Jews shit to the Arabs shit to the whites and the blacks. we are humans, that’s all!"
172,@user putain ce gars... même quand j'étais jeune et gauchiste je ne pouvais pas le voir en peinture ce fdp !,offensive,indirect,indifference,origin,left_wing_people,@user damn this guy... even when I was young and leftist I couldn't see him painting this fdp!
173,@user les rebeus tu leur files un flingue ou une grosse cylindrée ils se sentent plus pisser....,abusive_offensive_hateful_disrespectful,indirect,sadness,origin,arabs,@use the rebels you give them a gun or a big engine they feel more pissed....
174,@url - dans ce genre le rap mongol vaut le détour ! @url,abusive,direct,sadness,origin,indian/hindu,"@url - in this genre, Mongolian rap is worth the detour! @url"
175,@user comme tout bon gauchiste qui se respecte vous préférez critiquer le fait que l’on ai parlé de ce type… @url,offensive,direct,sadness,origin,hispanics,@user like any good self-respecting leftist you prefer to criticize the fact that we talked about this guy… @url
176,#grandremplacement le gvt de #madrid n'a pas l'intention d'expulser les #migrants mineurs marocains et leurs fami… @url,fearful_abusive_offensive_normal,direct,indifference,origin,immigrants,#grandreplacement the government of #Madrid does not intend to expel Moroccan minor #migrants and their families… @url
177,@user nasser kiffe les rebeus cherche pas,offensive,indirect,indifference,other,individual,@user nasser likes the rebeus not looking
178,ras-le-bol massif de l'islamisation d… @url,abusive,direct,anger_confusion_sadness_shock_indifference,origin,other,massively fed up with the Islamization of… @url
179,@user @user il faut se poser la question : la france veut-elle encore plus de violence et d'agressions? car… @url,fearful_normal,indirect,sadness,other,other,@user @user we have to ask ourselves the question: does France want even more violence and aggression? because… @url
180,qué mongol ce germain il court jusqu’au champs Élysée au lieu de rester placé devant les cages,normal,direct,sadness_indifference,origin,individual,qué mongol this German he runs to the Champs Élysée instead of remaining placed in front of the cages
181,la diarrhee gauchiste en pls...n#bolsonaro @url,abusive,direct,sadness_indifference,origin,indian/hindu,leftist diarrhea in pls...n#bolsonaro @url
182,@user vive les rebeus @url,normal,indirect,sadness,origin,arabs,@user long live the rebels @url
183,pensez-vous que les rebeus et renois s’aiment réellement ?,normal,direct,indifference,origin,african_descent,do you think that the rebeus and renois really love each other?
184,les meufs renois grosse c ultra rare jai limpression,fearful,direct,sadness,origin,other,Renois girls big c ultra rare I have the impression
185,@user je suis le copain un peu bizarre celui que t'aime bien malgré le fait qu'il soit un peu attardé,abusive_offensive_disrespectful,indirect,sadness,other,other,"@user I'm the slightly weird boyfriend, the one you like despite the fact that he's a bit retarded"
186,@user mais dirait les renois c’est pas des êtres humains vu comment il en parle????,offensive,indirect,confusion_shock_indifference_disgust,origin,african_descent,@user but would say the renois are not human beings given how he talks about it????
187,@user @user 2/2 de predateurs mangent aussi par gout renseigne toi le chat est l...exemple par... @url,normal,direct,shock,other,other,@user @user 2/2 of predators also eat by taste find out the cat is the... example by... @url
188,#europe #france grèce: les transferts de réfugiés et migrants vers le continent s’accélèrent  @url,normal,direct,sadness,origin,immigrants,#europe #france greece: transfers of refugees and migrants to the continent are accelerating @url
189,40 années de laxisme gauchiste !!!! @url,hateful,direct,shock,origin,left_wing_people,40 years of leftist laxity!!!! @url
190,je déteste @user sale arabe @url,abusive,direct,shock,origin,individual,I hate @user dirty arab @url
191,utopie gauchiste,fearful_abusive_offensive_disrespectful_normal,indirect,indifference,other,left_wing_people,leftist utopia
192,l'attardé qui marque,disrespectful,direct,fear_shock,origin,individual,the retard who scores
193,t’aimes bien les rebeus ? — j’ai rien contre mdrr @url,fearful,direct,sadness,origin,christian,do you like rebeus? — I have nothing against lol @url
194,@user @user @user @user absolument rien compris tu viens de dire que t’étais à l’école espèce d’attardé,offensive,direct,indifference,disability,individual,@user @user @user @user absolutely nothing understood you just said you were at school you retard
195,@user @user merci pour l...insulte.n@url,abusive_normal,indirect,shock,other,individual,@user @user thanks for the...insult.n@url
196,mais joséphine arrive à pecho des rebeus avec sa couleur de cheveux? — mdr vous la sous-estimez beaucoup trop @url,abusive_disrespectful,direct,indifference,other,other,but josephine manages to pecho des rebeus with her hair color? — lol you underestimate her too much @url
197,rt @user la logique d'un gauchiste #npc #npcmeme @url,normal,direct,anger_confusion_sadness_indifference_disgust,origin,individual,rt @user the logic of a leftist #npc #npcmeme @url
198,avec tout ses rebeu et ses renois en @user Éric zemmour du faire une dépression quand la @user gagné la coupe du monde.,offensive,direct,shock,origin,individual,with all his rebeu and his renois in @user Éric zemmour had to have a depression when the @user won the world cup.
199,@user @user ostie que t'es mongol,offensive,direct,indifference_disgust,other,individual,@user @user ostie that you are Mongolian
200,@user @user @user bz tes morts sale juif,offensive,direct,shock,religion,jews,@user @user @user bz your dead dirty Jew
201,soral dieudonné sur les juifs : c'e…,abusive,direct,fear,origin,other,Soral Dieudonné on the Jews: it…
202,@user les sunnites autorisent meurtrespédophiliepolygamie violence contre les femmes etc.tous les pays… @url,hateful,direct,anger_fear_indifference_sadness_disgust,religion,muslims,@user Sunnis authorize murderpedophiliapolygamy violence against women etc. all countries… @url
203,normalement en afrique nos dirigent doivent utiliser 50% de dictature et 50% de démocratie,normal,direct,confusion_indifference,origin,african_descent,normally in Africa our leaders must use 50% dictatorship and 50% democracy
