HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated tweet
136,قدم نادي القانون بالتعاون مع مركز الدراسات الجنائية محاضرة بعنوان #التوعية_بنظام_مكافحة_التحرش ، ألقتها د.سحر الهبد… @url,normal,direct,indifference_disgust,other,women,"The Law Club, in cooperation with the Center for Criminal Studies, presented a lecture entitled #Awareness_of_the_Anti_Harassment_System, delivered by Dr. Sahar Al Habd… @url"
137,#في_بلادك_تقدري تكملي قرايتك وتخدمي وما يعايروكش على انك ما تزوجتيش وما يقولولكش بايرة ولا عانس ولا مسكينة لازم رجل… @url,normal,indirect,indifference,gender,women,"#In_your_country_you can continue your education and serve, and they will not criticize you for not being married, and they will not tell you that you are a prostitute, a spinster, or a poor woman, you must have a man... @url"
138,@user @user ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]… @url,normal,direct,indifference,other,individual,"@user @user Also, Al-Sharif Al-Murtada, in writing (Al-Intisar), permitted drinking camel’s urine by saying [drinking the urine of anything whose meat can be eaten]... @url"
139,هو بول البعير والكبسة يوصل لكدة,disrespectful,indirect,indifference,other,other,It is the camel's urine and the kabsa reaches that point
140,يارجال التحرش بقى الكتروني كوني اقول ليك منقا او اقول ليك بيبي ده يعتبر تحرش الى ان ياتي مهند شاد اوغلو فيصبح غزلا,offensive,indirect,indifference,gender,women,"Guys, the harassment has become electronic. If I say to you, “Babe,” or I tell you, “Bibi,” this is considered harassment until Muhannad Shadoglu comes and turns into flirtation."
141,أيد قادة الاتحاد الأوروبي الأسبوع الماضي بداية مفاوضات رسمية مع النظام المصري حول أزمة اللاجئين. هدف المفاوضات هو ا… @url,normal,direct,indifference,other,refugees,"Last week, European Union leaders supported the start of formal negotiations with the Egyptian regime on the refugee crisis. The goal of negotiations is to… @url"
142,@user @user @user مجموعه خونه مطرودين من اوطانهم ولقو خنزير ابن خنزير ذميم يضفهم الشرهه على الرأس الكبير… @url,hateful,direct,indifference,origin,other,"@user @user @user A group of traitors expelled from their homelands and they were found to be a pig, the son of a reprehensible pig, and their gluttony adds to the big head... @url"
143,تكشف المرأة سبب التحرش!…,abusive_offensive_hateful_disrespectful_normal,indirect,indifference,gender,women,Women reveal the reason for harassment!…
144,يبدو أنّك تحت تأثير بول البعير ، وقد تعفّن رأسك، حتّى صرتَ لا تفقه شيئاً في هذه الدّنيا، ولا تدري مالّذي يدور حوالي… @url,offensive,indirect,indifference,origin,other,"It seems that you are under the influence of camel urine, and your head has rotted, to the point that you no longer understand anything in this world, and you do not know what is going on around you... @url"
145,ماساكتاش.. هل ستقي الصافرة المغربيات شر التحرش؟ @url,abusive_normal,direct,shock,other,women,Masaktash.. Will the whistle protect Moroccan women from the evil of harassment? @url
146,لعنكم الله يا خنازير ايران #الحوثي_ينتهك_القانون_الدولي,hateful,direct,shock,other,other,"May God curse you, you pigs of Iran. #Houthi_violates_international_law"
147,ويهربون خنازير الوهابية الذين فجروا فنادق بيروت يا فرخ. @url,hateful,direct,anger_disgust,other,other,"And they smuggle the Wahhabi pigs who blew up Beirut hotels, chick. @url"
148,في 2012 خلال مباراة الفريقين قامت جماهير ريفر بليت بإطلاق خنزير طائر يرتدي قميص البوكا فوق جماهير بوكا جونيورز @url,normal,indirect,indifference_disgust,other,other,"In 2012, during a match between the two teams, River Plate fans launched a flying pig wearing a Boca shirt over Boca Juniors fans @url"
149,@user ياخى اوسخ شعوب الدنيا السودانيين,hateful,direct,anger_shock,other,other,"@user My brother, the dirtiest people in the world are the Sudanese"
150,طب امنعو التحرش الاول  #ضد_منع_النقاب,normal,indirect,indifference,gender,women,"Okay, prevent the first harassment #against_niqab_ban"
151,رايحة بايرة بعمق ونلصق ع فيتامين دال,offensive,indirect,shock,other,individual,I smell deeply bitter and take vitamin D
152,تحمل اللاجئون السوريون شدة البرد والحر، لكن تواجد داعش الذي خرب حياتهم فلم يستطيعوا تحمله. @url,normal,direct,sadness_indifference,origin,refugees,"Syrian refugees endured the extreme cold and heat, but the presence of ISIS ruined their lives, and they could not bear it. @url"
153,@user @user قال الشيعه الصفوين الروافض الاباضيه الاباضيه الاباضيه أنت ينجس يطقعه تتوضا بول البعي… @url,hateful,indirect,disgust,religion,other,"@user @user The Shiites, the Safavids, the Shiites, the Shiites, the Ibadi, the Ibadi, the Ibadi, said, “You are impure, and he knocks him out. You perform ablution with the urine of the bastard… @url"
154,@user @user اليمن مرمطة بسعودية وهي بدون سلاح مابالك بايران وهيا دوله مصنعه باتخلي الخونة أمثل… @url,offensive,direct,sadness,origin,other,"@user @user Yemen is tied to Saudi Arabia and it is without weapons. Never mind Iran, which is an industrialized country that makes traitors ideal... @url"
155,@user @user والله اني في صنعاء وجنب المطر يا خنازير,disrespectful,direct,indifference,other,other,"@user @user I swear I am in Sanaa and beside the rain, you pigs"
156,@user @user انت رجاع خود جرعة من بول البعير ولا تدخل بيناتنا يا زق,offensive,direct,shock,origin,individual,"@user @user You are back, take a dose of camel urine and do not come between us, Zak"
157,إن هؤلاء الإمعات الذين يخرجون على شاشات التلفزة باسم معارضين و ثوار و هم لم يذوقوا من مرارة العيش في سوريا و حصار ا… @url,normal,direct,anger_indifference,other,other,These people who appear on television in the name of opponents and revolutionaries have not tasted the bitterness of living in Syria and the siege of... @url
158,أول مسلمتين في #الكونغرس_الأميركي - امريكا تتقدم و العربان يتبعون مسار بول البعير @url,offensive,direct,indifference,origin,arabs,The first two Muslim women in the #American_Congress - America is advancing and the Arabs are following the path of the camel’s urine @url
